rank	title	author_name	year	n_citation
1186	DIP, the Database of Interacting Proteins: a research tool for studying cellular networks of protein interactions	Ioannis Xenarios	2002	1621
1187	PAMAS—power aware multi-access protocol with signalling for ad hoc networks	Suresh Singh	1998	1611
1188	Exact reconstruction techniques for tree-structured subband coders	Mark J. T. Smith	1986	1010
1189	DAML-S: semantic markup for web services	Anupriya Ankolekar	2001	2152
1190	Spawn: a distributed computational economy	Carl A. Waldspurger	1992	1023
1191	The Gaia Methodology for Agent-Oriented Analysis and Design	Michael Wooldridge	2000	2881
1192	Reality mining: sensing complex social systems	Nathan Eagle	2006	2485
1193	Job shop scheduling by simulated annealing	Peter J. M. van Laarhoven	1992	1329
1194	Principal type-schemes for functional programs	Luis Damas	1982	1262
1195	Wavelet-based statistical signal processing using hidden Markov models	Matthew S. Crouse	1998	2146
1196	Crowds: anonymity for Web transactions	Michael K. Reiter	1998	2398
1197	Similarity Search in High Dimensions via Hashing	Aristides Gionis	1999	2783
1198	Earthquake shakes Twitter users: real-time event detection by social sensors	Takeshi Sakaki	2010	3368
1199	Globally Consistent Range Scan Alignment for Environment Mapping	Feng Lu	1997	1303
1200	Heuristic evaluation of user interfaces	Jakob Nielsen	1990	1510
1201	Habitat monitoring: application driver for wireless communications technology	Alberto E. Cerpa	2001	1332
1202	Choosing Multiple Parameters for Support Vector Machines	Olivier Chapelle	2002	2565
1203	Learning Generative Visual Models from Few Training Examples: An Incremental Bayesian Approach Tested on 101 Object Categories	Li Fei-Fei	2004	2669
1204	Design challenges of technology scaling	Shekhar Borkar	1999	428
1205	A data locality optimizing algorithm	Monica S. Lam	1991	1850
1206	Wallflower: principles and practice of background maintenance	Kentaro Toyama	1999	2210
1207	Multiprocessor Scheduling with the Aid of Network Flow Algorithms	Harold S. Stone	1977	956
1208	Optimal Unsupervised Learning in a Single-Layer Linear Feedforward Neural Network	Terence D. Sanger	1989	1139
1209	A semantics of multiple inheritance	Luca Cardelli	1988	1393
1210	Serial concatenation of interleaved codes: performance analysis, design and iterative decoding	Sergio Benedetto	1997	1927
1211	An Analysis of Several Heuristics for the Traveling Salesman Problem	Daniel J. Rosenkrantz	1977	945
1212	Understanding information systems continuance: an expectation-confirmation model	Anol Bhattacherjee	2001	4718
1213	Distance Metric Learning with Application to Clustering with Side-Information	Eric P. Xing	2003	2377
1214	VirtualClock: a new traffic control algorithm for packet-switched networks	Lixia Zhang	1991	1393
1215	Probabilistic neural networks	Donald F. Specht	1990	4161
1216	An efficient routing protocol for wireless networks	Shree Murthy	1996	1920
1217	Empirical mode decomposition as a filter bank	Patrick Flandrin	2004	2221
1218	Machine learning, neural and statistical classification	Donald Michie	1995	3221
1219	The Eucalyptus Open-Source Cloud-Computing System	Daniel Nurmi	2009	985
1220	Decorrelation in interferometric radar echoes	Howard A. Zebker	1992	1859
1221	The platform for privacy preferences	Joseph Reagle	1999	620
1222	A procedure for ordering fuzzy subsets of the unit interval	Ronald R. Yager	1981	1352
1223	QuickTime VR: an image-based approach to virtual environment navigation	Shenchang Eric Chen	1995	1462
1224	LT codes	Michael Luby	2002	3085
1225	The Torus Routing Chip	William J. Dally	1986	1000
1226	A Class of Algorithms for Fast Digital Image Registration	Daniel I. Barnea	1972	222
1227	Light reflection functions for simulation of clouds and dusty surfaces	James F. Blinn	1982	216
1228	Pushing the envelope: planning, propositional logic, and stochastic search	Henry A. Kautz	1996	1156
1229	Shift-register synthesis and BCH decoding	James L. Massey	1969	666
1230	Automatically characterizing large scale program behavior	Timothy Sherwood	2002	1718
1231	Perceptrons; an introduction to computational geometry	Marvin Minsky	1969	437
1232	Mining knowledge-sharing sites for viral marketing	Matthew Richardson	2002	1471
1233	Stable recovery of sparse overcomplete representations in the presence of noise	David L. Donoho	2006	1948
1234	A rate-adaptive MAC protocol for multi-Hop wireless networks	Gavin Holland	2001	1675
1235	A strategic analysis of electronic marketplaces	J. Yannis Bakos	1991	1813
1236	Simultaneous multithreading: maximizing on-chip parallelism	Dean M. Tullsen	1995	2181
1237	Attacks on Copyright Marking Systems	Fabien A. P. Petitcolas	1998	1380
1238	Topic-sensitive PageRank	Taher H. Haveliwala	2002	1903
1239	An efficient context-free parsing algorithm	Jay Earley	1970	2035
1240	Medium access control with coordinated adaptive sleeping for wireless sensor networks	Wei Ye	2004	3393
1241	The distributed annotation system.	Robin D. Dowell	2001	497
1242	Why should i share? examining social capital and knowledge contribution in electronic networks of practice	Molly McLure Wasko	2005	4517
1243	A Distributed Algorithm for Minimum-Weight Spanning Trees	Robert G. Gallager	1983	1431
1244	Computer-mediated collaborative learning: an empirical evaluation	Maryam Alavi	1994	952
1245	Parallel & distributed processing	Philipp Slusallek	2005	692
1246	A flexible new technique for camera calibration	Zhengyou Zhang	2000	11047
1247	Matching words and pictures	Kobus Barnard	2003	1740
1248	The use of the area under the ROC curve in the evaluation of machine learning algorithms	Andrew P. Bradley	1997	3336
1249	A Generalization of Algebraic Surface Drawing	James F. Blinn	1982	1187
1250	Anonymous Usage of Location-Based Services Through Spatial and Temporal Cloaking	Marco Gruteser	2003	2144
1251	An overview of data warehousing and OLAP technology	Surajit Chaudhuri	1997	3318
1252	Efficient bit allocation for an arbitrary set of quantizers (speech coding)	Yair Shoham	1988	869
1253	A Practical Part-of-Speech Tagger	Douglas R. Cutting	1992	796
1254	The application visualization system: a computational environment for scientific visualization	Craig Upson	1989	1105
1255	Automatic resource compilation by analyzing hyperlink structure and associated text	Soumen Chakrabarti	1998	1049
1256	A threshold of ln n for approximating set cover	Uriel Feige	1998	1218
1257	Improved algorithms for topic distillation in a hyperlinked environment	Krishna Bharat	1998	1168
1258	Deformable templates using large deformation kinematics	Gary E. Christensen	1996	1348
1259	Exact maximum likelihood parameter estimation of superimposed exponential signals in noise	Yoram Bresler	1986	928
1260	Signal Recovery From Random Measurements Via Orthogonal Matching Pursuit	Joel A. Tropp	2007	6122
1261	A scalable, commodity data center network architecture	Mohammad Al-Fares	2008	2160
1262	Symbolic execution and program testing	James C. King	1976	1162
1263	Viewing Control Structures as Patterns of Passing Messages	Carl Hewitt	1977	1475
1264	I-TCP: indirect TCP for mobile hosts	Ajay V. Bakre	1995	1734
1265	Feature Detection with Automatic Scale Selection	Tony Lindeberg	1998	2940
1266	Similarity of color images	Markus A. Stricker	1995	2116
1267	Formal Concept Analysis: Mathematical Foundations	Bernhard Ganter	1997	6920
1268	On the security of public key protocols	Danny Dolev	1983	4116
1269	Mining Sequential Patterns: Generalizations and Performance Improvements	Ramakrishnan Srikant	1996	3169
1270	Model-checking for real-time systems	Rajeev Alur	1990	1217
1271	Statistical phrase-based translation	Philipp Koehn	2003	3192
1272	Referral Web: combining social networks and collaborative filtering	Henry A. Kautz	1997	1254
1273	A study of branch prediction strategies	James E. Smith	1981	964
1274	On the Capacity of Radio Communication Systems with Diversity in a Rayleigh Fading Environment	Jack H. Winters	1987	275
1275	Remote sensing of cloud, aerosol, and water vapor properties from the moderate resolution imaging spectrometer (MODIS)	Michael D. King	1992	1028
1276	Efficient software-based fault isolation	Robert Wahbe	1994	1488
1277	Image reconstruction from projections	Gabor T. Herman	1995	3753
1278	Large Margin DAGs for Multiclass Classification	John Platt	2000	2348
1279	A systematic comparison of various statistical alignment models	Franz Josef Och	2003	3499
1280	Calculi for Synchrony and Asynchrony	Robin Milner	1983	1010
1281	Detecting faces in images: a survey	Ming-Hsuan Yang	2002	5009
1282	A Computational Logic	Robert S. Boyer	1979	1363
1283	Internet time synchronization: the network time protocol	David L. Mills	1991	614
1284	A multiple error LMS algorithm and its application to the active control of sound and vibration	Stephen J. Elliott	1987	914
1285	SUSAN—A New Approach to Low Level Image Processing	Stephen M. Smith	1997	4442
1286	Classifying facial actions	Gianluca Donato	1999	1116
1287	Practical Issues in Temporal Difference Learning	Gerald Tesauro	1992	863
1288	Group formation in large social networks: membership, growth, and evolution	Lars Backstrom	2006	1801
1289	Large margin classification using the perceptron algorithm	Yoav Freund	1998	1207
1290	Quantized feedback stabilization of linear systems	Roger W. Brockett	2000	1318
1291	Advanced compiler optimizations for supercomputers	David A. Padua	1986	1028
1292	Secure routing in wireless sensor networks: attacks and countermeasures	Chris Karlof	2003	3971
1293	Mobile Robot Miniaturisation: A Tool for Investigation in Control Algorithms	Francesco Mondada	1993	627
1294	Temporal constraint networks	Rina Dechter	1991	853
1295	Adaptive Hypermedia	Peter Brusilovsky	2001	3192
1296	A Fast Monte-Carlo Test for Primality	Robert M. Solovay	1977	646
1297	The UCSC Genome Browser Database	Donna Karolchik	2003	1691
1298	Inductive Inference: Theory and Methods	Dana Angluin	1983	1235
1299	The explicit linear quadratic regulator for constrained systems	Alberto Bemporad	2002	2431
1300	A lattice model of secure information flow	Dorothy E. Denning	1976	2178
1301	The Resurrecting Duckling: Security Issues for Ad-hoc Wireless Networks	Frank Stajano	1999	1633
1302	Recursive functions of symbolic expressions and their computation by machine, Part I	John McCarthy	1960	1899
1303	Relational Completeness of Data Base Sublanguages	E. F. Codd	1971	1389
1304	Recognizing human action in time-sequential images using hidden Markov model	Junji Yamato	1992	1633
1305	A review of fuzzy set aggregation connectives	Didier Dubois	1985	1098
1306	Cyberguide: a mobile context-aware tour guide	Gregory D. Abowd	1997	2059
1307	On the Complexity of Timetable and Multicommodity Flow Problems	Shimon Even	1976	945
1308	Range-free localization schemes for large scale sensor networks	Tian He	2003	3488
1309	Handwritten Digit Recognition with a Back-Propagation Network	Yann LeCun	1990	3707
1310	Tor: the second-generation onion router	Roger Dingledine	2004	3733
1311	Mesh optimization	Hugues Hoppe	1993	2049
1312	Reverse path forwarding of broadcast packets	Yogen K. Dalal	1978	599
1313	Impact of interference on multi-hop wireless network performance	Kamal Jain	2003	2102
1314	Adaptive motion control of rigid robots: a tutorial	Romeo Ortega	1989	1376
1315	Equivalent capacity and its application to bandwidth allocation in high-speed networks	Roch Guérin	1991	1811
1316	Efficient Graph-Based Image Segmentation	Pedro F. Felzenszwalb	2004	5116
1317	Stable adaptive fuzzy control of nonlinear systems	Li-Xin Wang	1993	1704
1318	Inferring internet denial-of-service activity	David J. Moore	2001	1858
1319	Using Canny's criteria to derive a recursively implemented optimal edge detector	Rachid Deriche	1987	1573
1320	Measurement, modeling, and analysis of a peer-to-peer file-sharing workload	Krishna P. Gummadi	2003	1223
1321	Transformation-based error-driven learning and natural language processing: a case study in part-of-speech tagging	Eric Brill	1995	2120
1322	Piecewise polynomial, positive definite and compactly supported radial functions of minimal degree	Holger Wendland	1995	296
